Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,216",While We're Young 2020 Re-release,"$24,819",-,-,"$24,819",100%
"1,217",Stage Mother,"$24,736",-,-,"$24,736",100%
"1,218",Sandouq Al Dunia,"$24,721",-,-,"$24,721",100%
"1,219",Siberia,"$24,423",-,-,"$24,423",100%
"1,220",Special Actors,"$24,361",-,-,"$24,361",100%
"1,221","On Vodka, Beers, and Regrets","$24,275",-,-,"$24,275",100%
"1,222",Heart of Africa,"$24,139","$24,139",100%,-,-
"1,223",Aquaman 2020 Re-release,"$24,079",-,-,"$24,079",100%
"1,224",Bill & Ted's Excellent Adventure 2020 Re-release,"$23,955",-,-,"$23,955",100%
"1,225",I Used to Go Here,"$23,898",-,-,"$23,898",100%
"1,226",Si muore solo da vivi,"$23,868",-,-,"$23,868",100%
"1,227",More Than Family,"$23,781",-,-,"$23,781",100%
"1,228",Back to the Future Part II 2020 Re-release,"$23,643",-,-,"$23,643",100%
"1,229","Phoenix, Oregon","$23,613","$23,613",100%,-,-
"1,230",Ikko Mikke,"$23,550",-,-,"$23,550",100%
"1,231",Notting Hill 2019 Re-release,"$23,436",-,-,"$23,436",100%
"1,232",O fim do Mundo,"$23,406",-,-,"$23,406",100%
"1,233",Toloka,"$23,206",-,-,"$23,206",100%
"1,234",VFW,"$23,101",-,-,"$23,101",100%
"1,235",Premature,"$23,071","$23,071",100%,-,-
"1,236",The Castle,"$22,993",-,-,"$22,993",100%
"1,237",Move the Grave,"$22,981",-,-,"$22,981",100%
"1,238",Outback,"$22,764",-,-,"$22,764",100%
"1,239",Zé Pedro Rock'n'Roll,"$22,706",-,-,"$22,706",100%
"1,240",L'Innocente,"$22,549","$22,549",100%,-,-
"1,241",Atakan,"$22,466",-,-,"$22,466",100%
"1,242",Return to Gandhi Road,"$22,389",-,-,"$22,389",100%
"1,243",Tar,"$22,307","$22,307",100%,-,-
"1,244",Hunter Hunter,"$22,305","$22,305",100%,-,-
"1,245",Rialto,"$22,028",-,-,"$22,028",100%
"1,246",HIT,"$21,852",-,-,"$21,852",100%
"1,247",La Haine 2020 Re-release,"$21,747",-,-,"$21,747",100%
"1,248",A Night of Horror: Nightmare Radio,"$21,725",-,-,"$21,725",100%
"1,249",Falling,"$21,603",-,-,"$21,603",100%
"1,250",The Bystander,"$21,516",-,-,"$21,516",100%
"1,251",The Princess Bride 2020 Re-release,"$21,477",-,-,"$21,477",100%
"1,252","On the road, Khaosan Tango","$21,342",-,-,"$21,342",100%
"1,253",The Light from the Chocolate Factory,"$21,200",-,-,"$21,200",100%
"1,254",The Pale Door,"$21,166",-,-,"$21,166",100%
"1,255",Toshimaen: Haunted Park,"$21,161",-,-,"$21,161",100%
"1,256",Songbird,"$21,046",-,-,"$21,046",100%
"1,257",Sabre Dance,"$21,011",-,-,"$21,011",100%
"1,258",Shaun of the Dead 2020 Re-release,"$20,990",-,-,"$20,990",100%
"1,259",Fabulous,"$20,932",-,-,"$20,932",100%
"1,260",Chasing the Present,"$20,891",-,-,"$20,891",100%
"1,261",Yatagan,"$20,890",-,-,"$20,890",100%
"1,262",Lady Driver,"$20,682",-,-,"$20,682",100%
"1,263",Jeunesse sauvage,"$20,669",-,-,"$20,669",100%
"1,264",Pelle Svanslös,"$20,648",-,-,"$20,648",100%
"1,265",Masha and the Bear 2020 Re-release,"$20,600",-,-,"$20,600",100%
"1,266",Vaanam Kottattum,"$20,524",-,-,"$20,524",100%
"1,267",Roll Bounce 2020 Re-release,"$20,508",-,-,"$20,508",100%
"1,268",Zagreb Equinox,"$20,427",-,-,"$20,427",100%
"1,269",The Lawyer,"$20,325",-,-,"$20,325",100%
"1,270",xABo: Ksiadz Boniecki,"$20,309",-,-,"$20,309",100%
"1,271",Amulet,"$20,209",-,-,"$20,209",100%
"1,272","Vecher shutov, ili Serezno s privetom","$20,166",-,-,"$20,166",100%
"1,273",I Remember,"$20,141",-,-,"$20,141",100%
"1,274",Lore,"$20,006","$20,006",100%,-,-
"1,275",Instant Love,"$19,928",-,-,"$19,928",100%
"1,276",Summer Rebels,"$19,923",-,-,"$19,923",100%
"1,277",Train to Busan 2020 Re-release,"$19,888",-,-,"$19,888",100%
"1,278",Courier,"$19,884",-,-,"$19,884",100%
"1,279",Foster Boy,"$19,873","$19,873",100%,-,-
"1,280",Visions chamaniques,"$19,832",-,-,"$19,832",100%
"1,281",Sol Posto,"$19,717",-,-,"$19,717",100%
"1,282",Pirates of the Caribbean: Dead Men Tell No Tales 2020 Re-release,"$19,648",-,-,"$19,648",100%
"1,283",Don't Look Back,"$19,607",-,-,"$19,607",100%
"1,284",Koali & Rice,"$19,583",-,-,"$19,583",100%
"1,285",Murders At The House Of Death,"$19,505",-,-,"$19,505",100%
"1,286",The Legend of Halloween Jack,"$19,438",-,-,"$19,438",100%
"1,287",Gang,"$19,384",-,-,"$19,384",100%
"1,288",Titanic 2020 Re-release,"$19,338",-,-,"$19,338",100%
"1,289",High School Girls,"$19,327",-,-,"$19,327",100%
"1,290",Mandy 2020 Re-release,"$19,169","$19,169",100%,-,-
"1,291",Gedo Mashakel,"$19,088",-,-,"$19,088",100%
"1,292",The Furies 2020 Re-release,"$19,085",-,-,"$19,085",100%
"1,293",Evaporated,"$18,973",-,-,"$18,973",100%
"1,294",My Adventures with Santa,"$18,879",-,-,"$18,879",100%
"1,295",Shylock,"$18,840",-,-,"$18,840",100%
"1,296",Best Horror Shorts,"$18,821",-,-,"$18,821",100%
"1,297",The Spy Who Dumped Me 2020 Re-release,"$18,779",-,-,"$18,779",100%
"1,298",Wake Up,"$18,695",-,-,"$18,695",100%
"1,299",Moana 2020 Re-release,"$18,531",-,-,"$18,531",100%
"1,300",30 Years and 15 Minutes,"$18,528",-,-,"$18,528",100%
"1,301",Mosquito,"$18,511",-,-,"$18,511",100%
"1,302",Gothic Harvest,"$18,479",-,-,"$18,479",100%
"1,303",Shithouse,"$18,370","$18,370",100%,-,-
"1,304",Immortal Combat: The Code,"$18,142",-,-,"$18,142",100%
"1,305",Jean Paul Gaultier: Freak and Chic,"$18,092",-,-,"$18,092",100%
"1,306",Los Hijos de San Luis,"$18,088",-,-,"$18,088",100%
"1,307",The Longest Wave,"$18,030",-,-,"$18,030",100%
"1,308",Hunter's Moon,"$18,004",-,-,"$18,004",100%
"1,309",Overclockers,"$17,993",-,-,"$17,993",100%
"1,310",Love,"$17,971",-,-,"$17,971",100%
"1,311",Mamma Mia! 2020 Re-release,"$17,930",-,-,"$17,930",100%
"1,312",Balanta,"$17,846",-,-,"$17,846",100%
"1,313",Made in Hong Kong,"$17,843","$17,843",100%,-,-
"1,314",The Man in the Hat,"$17,681",-,-,"$17,681",100%
"1,315",When A City Rises,"$17,607",-,-,"$17,607",100%
"1,316",Pandora and the Flying Dutchman 2020 Re-release,"$17,401","$17,401",100%,-,-
"1,317",Ghost Writer,"$17,395",-,-,"$17,395",100%
"1,318",Smotri Kak Ya,"$17,305",-,-,"$17,305",100%
"1,319",Everything - The Real Thing Story,"$17,097",-,-,"$17,097",100%
"1,320",Sulphur and White,"$17,004",-,-,"$17,004",100%
"1,321",Advocate,"$16,942","$16,942",100%,-,-
"1,322",1982,"$16,922",-,-,"$16,922",100%
"1,323",The Fast and the Furious 2020 Re-release,"$16,804",-,-,"$16,804",100%
"1,324",Il delitto Mattarella,"$16,653",-,-,"$16,653",100%
"1,325",The Piano 2020 Re-release,"$16,600",-,-,"$16,600",100%
"1,326",Songs for While I'm Away,"$16,544",-,-,"$16,544",100%
"1,327",Relationology,"$16,399",-,-,"$16,399",100%
"1,328",UKE,"$16,234",-,-,"$16,234",100%
"1,329",Come As You Are,"$16,209",-,-,"$16,209",100%
"1,330",Invasion Planet Earth,"$16,135",-,-,"$16,135",100%
"1,331",1BR,"$16,125",-,-,"$16,125",100%
"1,332",Straight Up,"$16,080","$16,080",100%,-,-
"1,333",Action,"$16,033",-,-,"$16,033",100%
"1,334",Ronnie's,"$15,996",-,-,"$15,996",100%
"1,335","Mori, the Artist's Habitat","$15,818",-,-,"$15,818",100%
"1,336","The Gangs, the Oscars, and the Walking Dead","$15,769",-,-,"$15,769",100%
"1,337",Pulp Fiction 2020 Re-release,"$15,759",-,-,"$15,759",100%
"1,338",The Meg 2020 Re-release,"$15,731",-,-,"$15,731",100%
"1,339",Level 16,"$15,575",-,-,"$15,575",100%
"1,340",Counter Column,"$15,529","$15,529",100%,-,-
"1,341",Zappa,"$15,502","$15,502",100%,-,-
"1,342",Sow the Wind,"$15,460",-,-,"$15,460",100%
"1,343",Gece Gelen: Cin Bebek,"$15,381",-,-,"$15,381",100%
"1,344",Best Comedy Shorts,"$15,360",-,-,"$15,360",100%
"1,345",Masha And The Bear: Masha's Songs,"$15,348",-,-,"$15,348",100%
"1,346",Warren Miller's Timeless,"$15,297",-,-,"$15,297",100%
"1,347",They Reach,"$15,289",-,-,"$15,289",100%
"1,348",American Deep State,"$15,269","$15,269",100%,-,-
"1,349",Rocky 2020 Re-release,"$15,235",-,-,"$15,235",100%
"1,350",Permette? Alberto Sordi,"$15,194",-,-,"$15,194",100%
"1,351",Exhibition on Screen: Raphael Revealed,"$14,991",-,-,"$14,991",100%
"1,352",The Manson Family Massacre,"$14,782",-,-,"$14,782",100%
"1,353",Great Performances at the Met: Handel: Agrippina,"$14,766",-,-,"$14,766",100%
"1,354",The Sound of Music 2020 Re-release,"$14,755",-,-,"$14,755",100%
"1,355",Just Kids 2020 Re-release,"$14,726",-,-,"$14,726",100%
"1,356",Martin Margiela: In His Own Words,"$14,673",-,-,"$14,673",100%
"1,357",Girls of the Sun 2020 Re-release,"$14,525",-,-,"$14,525",100%
"1,358",Amor Fati,"$14,489",-,-,"$14,489",100%
"1,359",Dead,"$14,465",-,-,"$14,465",100%
"1,360",Becoming,"$14,285",-,-,"$14,285",100%
"1,361",M8,"$14,223",-,-,"$14,223",100%
"1,362",Await the Dawn,"$14,218",-,-,"$14,218",100%
"1,363",Reunion,"$14,102",-,-,"$14,102",100%
"1,364","I Was at Home, But...","$14,078","$14,078",100%,-,-
"1,365",Total Recall 2020 Re-release,"$14,068",-,-,"$14,068",100%
"1,366",The Girl on the Bridge,"$13,998",-,-,"$13,998",100%
"1,367",The 2nd,"$13,996",-,-,"$13,996",100%
"1,368",A Russian Youth,"$13,939",-,-,"$13,939",100%
"1,369",My Rembrandt,"$13,896",-,-,"$13,896",100%
"1,370",Ellie & Abbie (& Ellie's Dead Aunt),"$13,893",-,-,"$13,893",100%
"1,371",A Quiet Place 2020 Re-release,"$13,610",-,-,"$13,610",100%
"1,372",The Hitman's Bodyguard 2020 Re-release,"$13,506",-,-,"$13,506",100%
"1,373",Into the Darkness,"$13,454",-,-,"$13,454",100%
"1,374",Philophobia,"$13,451",-,-,"$13,451",100%
"1,375",Labyrinth 2020 Re-release,"$13,438",-,-,"$13,438",100%
"1,376",Sacrilege,"$13,407",-,-,"$13,407",100%
"1,377",Tzarevna Scaling,"$13,350",-,-,"$13,350",100%
"1,378",The Conjuring,"$13,307",-,-,"$13,307",100%
"1,379",Lotte and the Lost Dragons,"$13,269",-,-,"$13,269",100%
"1,380",Na Lune,"$13,235",-,-,"$13,235",100%
"1,381",Mendilim Kekik Kokuyor,"$13,200",-,-,"$13,200",100%
"1,382",Masallardan Geriye Kalan,"$13,142",-,-,"$13,142",100%
"1,383",The Breakfast Club 2020 Re-release,"$13,115",-,-,"$13,115",100%
"1,384",Sequin in a Blue Room,"$12,872",-,-,"$12,872",100%
"1,385",American Hunt,"$12,792",-,-,"$12,792",100%
"1,386",Mühr-ü Cin,"$12,789",-,-,"$12,789",100%
"1,387",Kill Chain,"$12,787",-,-,"$12,787",100%
"1,388",Bitter Years,"$12,607",-,-,"$12,607",100%
"1,389",Punk Never Ends!,"$12,497",-,-,"$12,497",100%
"1,390",The Time Guardians,"$12,495",-,-,"$12,495",100%
"1,391",The Matrix 2020 Re-release,"$12,464",-,-,"$12,464",100%
"1,392",Killer Raccoons! 2! Dark Christmas in the Dark!,"$12,382","$12,382",100%,-,-
"1,393",Dr. No 2020 Re-release,"$12,322",-,-,"$12,322",100%
"1,394",The Lady Of The Camellias - Bolshoi Ballet,"$12,252",-,-,"$12,252",100%
"1,395",Blind,"$12,251",-,-,"$12,251",100%
"1,396",18% Grey,"$12,221",-,-,"$12,221",100%
"1,397",Yardy,"$12,181",-,-,"$12,181",100%
"1,398",Zakhmi,"$12,072",-,-,"$12,072",100%
"1,399",Bring the Soul: The Movie 2020 Re-release,"$12,028",-,-,"$12,028",100%
"1,400",The Sun of Gnosis,"$12,005",-,-,"$12,005",100%
"1,401",Love Opera,"$11,874",-,-,"$11,874",100%
"1,402",Second Act 2020 Re-release,"$11,839",-,-,"$11,839",100%
"1,403",The Elephant Man 2020 Re-release,"$11,694",-,-,"$11,694",100%
"1,404",Legacy,"$11,680",-,-,"$11,680",100%
"1,405",Jojo Siwa's D.R.E.A.M. Tour On The Big Screen!,"$11,661",-,-,"$11,661",100%
"1,406",The Grizzlies,"$11,650","$11,650",100%,-,-
"1,407",Buen Camino,"$11,524",-,-,"$11,524",100%
"1,408",Doordarshan,"$11,336",-,-,"$11,336",100%
"1,409",Fairy,"$11,324",-,-,"$11,324",100%
"1,410",Powerbomb,"$11,319","$11,319",100%,-,-
"1,411",Draupadi Unleashed,"$11,317","$11,317",100%,-,-
"1,412",Lost in America,"$11,301","$11,301",100%,-,-
"1,413",Russian Death,"$11,203",-,-,"$11,203",100%
"1,414",Mirror Without Reflection,"$11,172",-,-,"$11,172",100%
"1,415",In the Tracks Of: In the Tracks of Alexandre Desplat,"$11,162",-,-,"$11,162",100%
"1,416",Taken 2 2020 Re-release,"$11,149",-,-,"$11,149",100%
"1,417",One Man and His Shoes,"$10,977",-,-,"$10,977",100%
"1,418",47 Meters Down 2020 Re-release,"$10,932",-,-,"$10,932",100%
"1,419",Blood Quantum,"$10,926",-,-,"$10,926",100%
"1,420",Kung Fu Yoga 2020 Re-release,"$10,873",-,-,"$10,873",100%
"1,421",Heartbeats,"$10,866",-,-,"$10,866",100%
"1,422",You Go to My Head,"$10,682","$10,682",100%,-,-
"1,423",The Island of Cats,"$10,651",-,-,"$10,651",100%
"1,424",DNA,"$10,548",-,-,"$10,548",100%
"1,425",Robot Riot,"$10,532",-,-,"$10,532",100%
"1,426",Peppa Pig: My First Cinema Experience 2020 Re-release,"$10,400",-,-,"$10,400",100%
"1,427",The Knight and the Princess,"$10,386",-,-,"$10,386",100%
"1,428",Stepinac: Kardinal I Njegova Savjest,"$10,306",-,-,"$10,306",100%
"1,429",Wildland,"$10,263",-,-,"$10,263",100%
"1,430",Coded Bias,"$10,236","$10,236",100%,-,-
"1,431",A Wakefield Project,"$10,145",-,-,"$10,145",100%
"1,432",Recon,"$10,086",-,-,"$10,086",100%
"1,433",Tornare,"$10,084",-,-,"$10,084",100%
"1,434",The Man on the Island,"$10,081",-,-,"$10,081",100%
"1,435",Murder in the Woods,"$10,065",-,-,"$10,065",100%
"1,436",Rumbo al Mar,"$10,064",-,-,"$10,064",100%
"1,437",Guest Artist,"$10,017","$10,017",100%,-,-
"1,438",Iki Gözüm Ahmet,"$10,004",-,-,"$10,004",100%
"1,439",Winter,"$9,984",-,-,"$9,984",100%
"1,440",Foosballers,"$9,966","$9,966",100%,-,-
"1,441",The Young Cannibals,"$9,963",-,-,"$9,963",100%
"1,442",The Taverna,"$9,835",-,-,"$9,835",100%
"1,443",Bamse and the Thief City 2020 Re-release,"$9,827",-,-,"$9,827",100%
"1,444",Last and First Men,"$9,472",-,-,"$9,472",100%
"1,445",Uppercase Print,"$9,417",-,-,"$9,417",100%
"1,446",Cookie,"$9,365",-,-,"$9,365",100%
"1,447",Carmilla,"$9,333",-,-,"$9,333",100%
"1,448",White on White,"$9,171",-,-,"$9,171",100%
"1,449",Just One More Kiss,"$9,130","$9,130",100%,-,-
"1,450",Stardust,"$9,087","$9,087",100%,-,-
"1,451","Death Doesn't Exist, and Love Doesn't Either","$8,957",-,-,"$8,957",100%
"1,452",Kindred,"$8,921","$8,921",100%,-,-
"1,453",Pray,"$8,910",-,-,"$8,910",100%
"1,454",The Prisoner 2020 Re-release,"$8,829",-,-,"$8,829",100%
"1,455",Tao Hua Yuan 2020 Re-release,"$8,777",-,-,"$8,777",100%
"1,456",El padre médico,"$8,758",-,-,"$8,758",100%
"1,457",The Rifleman,"$8,750",-,-,"$8,750",100%
"1,458",Dunkirk 2020 Re-release,"$8,738",-,-,"$8,738",100%
"1,459",And Your Bird Can Sing,"$8,726",-,-,"$8,726",100%
"1,460",Quezon's Game,"$8,721",-,-,"$8,721",100%
"1,461",Cars,"$8,718",-,-,"$8,718",100%
"1,462",Death on the Nile 2020 Re-release,"$8,717",-,-,"$8,717",100%
"1,463",Aswathama,"$8,708",-,-,"$8,708",100%
"1,464",Proximity 2020 Re-release,"$8,626",-,-,"$8,626",100%
"1,465",Karel Svoboda: Stastna leta,"$8,452",-,-,"$8,452",100%
"1,466",Portal,"$8,406",-,-,"$8,406",100%
"1,467",LX 2048,"$8,393",-,-,"$8,393",100%
"1,468",Shakeela,"$8,388",-,-,"$8,388",100%
"1,469",The Holy Mountain,"$8,302",-,-,"$8,302",100%
"1,470",Conference,"$8,261",-,-,"$8,261",100%
"1,471",The Holiday 2020 Re-release,"$8,249",-,-,"$8,249",100%
"1,472",Sunburn,"$8,238",-,-,"$8,238",100%
"1,473",The Haunt,"$8,222",-,-,"$8,222",100%
"1,474",County Lines,"$8,189",-,-,"$8,189",100%
"1,475",Inside the Rain,"$8,140","$8,140",100%,-,-
"1,476",A Son Named Erasmus,"$8,123",-,-,"$8,123",100%
"1,477",Game of Death,"$8,120",-,-,"$8,120",100%
"1,478",10 Things I Hate About You 2020 Re-release,"$8,101",-,-,"$8,101",100%
"1,479",The Wave,"$8,101","$8,101",100%,-,-
"1,480",Wild Grass,"$8,099",-,-,"$8,099",100%
"1,481",Half-Sister,"$8,095",-,-,"$8,095",100%
"1,482",Oleg,"$8,061",-,-,"$8,061",100%
"1,483",The Mona Lisa Identity,"$8,044",-,-,"$8,044",100%
"1,484",Parasite 2020 Re-release,"$7,998",-,-,"$7,998",100%
"1,485",Mirusia Sings For You,"$7,984",-,-,"$7,984",100%
"1,486",Iliana,"$7,941",-,-,"$7,941",100%
"1,487",John Wick: Chapter 2 2020 Re-release,"$7,915",-,-,"$7,915",100%
"1,488",I AM PATRICK,"$7,896",-,-,"$7,896",100%
"1,489",Into America's Wild,"$7,890",-,-,"$7,890",100%
"1,490",Humraz: Cin Tarikati,"$7,862",-,-,"$7,862",100%
"1,491",The Field Guide to Evil,"$7,860",-,-,"$7,860",100%
"1,492",Kuwait Marrakech Kuwait,"$7,852",-,-,"$7,852",100%
"1,493",Winter's Night,"$7,843",-,-,"$7,843",100%
"1,494",Show Me The Picture: The Story of Jim Marshall,"$7,806",-,-,"$7,806",100%
"1,495",Dreaming Grand Avenue,"$7,789","$7,789",100%,-,-
"1,496",I Believe 2020 Re-release,"$7,677",-,-,"$7,677",100%
"1,497",Valley Girl,"$7,671",-,-,"$7,671",100%
"1,498",Paddington 2020 Re-release,"$7,548",-,-,"$7,548",100%
"1,499","My Love, Don't Cross That River 2020 Re-release","$7,499",-,-,"$7,499",100%
"1,500",La vacanza,"$7,494",-,-,"$7,494",100%
"1,501",Isle of Dogs 2020 Re-release,"$7,450",-,-,"$7,450",100%
"1,502",Outlaw,"$7,440",-,-,"$7,440",100%
"1,503",Pro Lyolyu i Minku,"$7,410",-,-,"$7,410",100%
"1,504",The Other Lamb,"$7,385","$6,024",81.6%,"$1,361",18.4%
"1,505",Away,"$7,367",-,-,"$7,367",100%
"1,506",Girl with No Mouth,"$7,316",-,-,"$7,316",100%
"1,507",Urban Evil 2,"$7,313",-,-,"$7,313",100%
"1,508",Climbing Blind,"$7,301",-,-,"$7,301",100%
"1,509",Magari (If Only),"$7,212",-,-,"$7,212",100%
"1,510",Moulin Rouge! 2020 Re-release,"$7,185",-,-,"$7,185",100%
"1,511",Fishing and Fishermen's Conversations,"$6,998",-,-,"$6,998",100%
"1,512",Just a Gigolo,"$6,994",-,-,"$6,994",100%
"1,513",I Am Lisa,"$6,986","$6,986",100%,-,-
"1,514",What We Found,"$6,976","$6,976",100%,-,-
"1,515",Finding Nemo 2020 Re-release,"$6,933",-,-,"$6,933",100%
"1,516",No Fathers in Kashmir,"$6,919",-,-,"$6,919",100%
"1,517",12 Hour Shift,"$6,820","$6,820",100%,-,-
"1,518",Daniel Sloss: X,"$6,789",-,-,"$6,789",100%
"1,519",Ravage,"$6,783",-,-,"$6,783",100%
"1,520",After Midnight,"$6,713",-,-,"$6,713",100%
"1,521",A Streetcar Named Desire 2020 Re-release,"$6,705",-,-,"$6,705",100%
"1,522",Thor: Ragnarok 2020 Re-release,"$6,703",-,-,"$6,703",100%
"1,523",Dog Soldiers 2020 Re-release,"$6,663",-,-,"$6,663",100%
"1,524",Undertow,"$6,613",-,-,"$6,613",100%
"1,525",Human Capital,"$6,596","$6,596",100%,-,-
"1,526",Semper Fi,"$6,584",-,-,"$6,584",100%
"1,527",Afterward,"$6,477","$6,477",100%,-,-
"1,528",Hunting and Gathering 2020 Re-release,"$6,377",-,-,"$6,377",100%
"1,529",American Fighter,"$6,361",-,-,"$6,361",100%
"1,530",Don't Forget to Breathe,"$6,356",-,-,"$6,356",100%
"1,531",The Lamb,"$6,335",-,-,"$6,335",100%
"1,532",Remain,"$6,331",-,-,"$6,331",100%
"1,533","Acasa, My Home","$6,308",-,-,"$6,308",100%
"1,534",Samotari: Obnovena premiera po 20 letech,"$6,298",-,-,"$6,298",100%
"1,535",Eastern,"$6,295",-,-,"$6,295",100%
"1,536",La Strada 2020 Re-release,"$6,249",-,-,"$6,249",100%
"1,537",La piazza della mia città - Bologna e Lo Stato Sociale,"$6,230",-,-,"$6,230",100%
"1,538","Love, Weddings & Other Disasters","$6,191",-,-,"$6,191",100%
"1,539",In the Life of Music,"$6,181","$6,181",100%,-,-
"1,540",Servants,"$6,162",-,-,"$6,162",100%
"1,541",Mother Gamer,"$6,118",-,-,"$6,118",100%
"1,542",Pretty Strong,"$6,026",-,-,"$6,026",100%
"1,543",Find Your Voice,"$6,019","$6,019",100%,-,-
"1,544",Steelers: the World's First Gay Rugby Club,"$6,006",-,-,"$6,006",100%
"1,545",Jihad Jane,"$5,984",-,-,"$5,984",100%
"1,546",A Girl from Mogadishu,"$5,981",-,-,"$5,981",100%
"1,547",Se Un Giorno Tornerai,"$5,969",-,-,"$5,969",100%
"1,548",Lie Exposed,"$5,938","$5,938",100%,-,-
"1,549",The Conjuring 2020 Re-release,"$5,915",-,-,"$5,915",100%
"1,550",Araña,"$5,904",-,-,"$5,904",100%
"1,551",Sokrovenny Chelovek,"$5,889",-,-,"$5,889",100%
"1,552",Pryg Skok: In Search Of Treasure,"$5,834",-,-,"$5,834",100%
"1,553",Crazy Rich Asians 2020 Re-release,"$5,815",-,-,"$5,815",100%
"1,554",2001: A Space Odyssey 2020 Re-release,"$5,767",-,-,"$5,767",100%
"1,555",Sex and the Future,"$5,745","$5,745",100%,-,-
"1,556",Love Live! Series 9th Anniversary LOVE LIVE! FEST,"$5,721",-,-,"$5,721",100%
"1,557",Rocky II 2020 Re-release,"$5,695",-,-,"$5,695",100%
"1,558","Births, Deaths and Marriages","$5,639",-,-,"$5,639",100%
"1,559",Mentor,"$5,619",-,-,"$5,619",100%
"1,560",Naan Sirithaal,"$5,575",-,-,"$5,575",100%
"1,561",Ikiru 2020 Re-release,"$5,529",-,-,"$5,529",100%
"1,562",All Against All,"$5,514",-,-,"$5,514",100%
"1,563",The Nest,"$5,504",-,-,"$5,504",100%
"1,564",Nu,"$5,471",-,-,"$5,471",100%
"1,565",Arima,"$5,456",-,-,"$5,456",100%
"1,566",Haunted Hills,"$5,434",-,-,"$5,434",100%
"1,567",The Twilight Saga: New Moon 2020 Re-release,"$5,400",-,-,"$5,400",100%
"1,568",Pretty Woman 2020 Re-release,"$5,389",-,-,"$5,389",100%
"1,569",Swing Time 2020 Re-release,"$5,379",-,-,"$5,379",100%
"1,570",The Glorious Pain,"$5,351",-,-,"$5,351",100%
"1,571",Mission: Impossible - Fallout 2020 Re-release,"$5,322",-,-,"$5,322",100%
"1,572",Still Here,"$5,268","$5,268",100%,-,-
"1,573",Lost at Christmas,"$5,262",-,-,"$5,262",100%
"1,574",Profu'/Teach,"$5,202",-,-,"$5,202",100%
"1,575",Girls' Encounter,"$5,190",-,-,"$5,190",100%
"1,576",First Man 2020 Re-release,"$5,155",-,-,"$5,155",100%
"1,577",Arena Di Verona: Il Trovatore,"$5,137",-,-,"$5,137",100%
"1,578",Stella on Holiday,"$5,095",-,-,"$5,095",100%
"1,579",Bang! Bang!,"$5,042","$5,042",100%,-,-
"1,580",Macabro,"$5,015",-,-,"$5,015",100%
"1,581",Alelí,"$4,946",-,-,"$4,946",100%
"1,582",Lawrence of Arabia,"$4,883",-,-,"$4,883",100%
"1,583",The Earth Is Blue as an Orange,"$4,818",-,-,"$4,818",100%
"1,584",The Three Kings,"$4,811",-,-,"$4,811",100%
"1,585",Fury 2020 Re-release,"$4,791",-,-,"$4,791",100%
"1,586",The Enchanting Phantom,"$4,779",-,-,"$4,779",100%
"1,587",Last Call,"$4,779","$4,779",100%,-,-
"1,588",Bodyguard-Na-Hak (The Protector),"$4,778",-,-,"$4,778",100%
"1,589",The Lost Lion Kingdom,"$4,731",-,-,"$4,731",100%
"1,590",The Ladykillers 2020 Re-release,"$4,722",-,-,"$4,722",100%
"1,591",Farewell Amor,"$4,689","$4,689",100%,-,-
"1,592",No Ordinary Love,"$4,656","$4,656",100%,-,-
"1,593",Alis Ubbo,"$4,651",-,-,"$4,651",100%
"1,594",El Topo,"$4,648",-,-,"$4,648",100%
"1,595",Waragat Gamia,"$4,605",-,-,"$4,605",100%
"1,596",Talking About Trees,"$4,572",-,-,"$4,572",100%
"1,597",Rem,"$4,565",-,-,"$4,565",100%
"1,598",Being a Human Person,"$4,554",-,-,"$4,554",100%
"1,599",Paris Opera Ballet: Giselle,"$4,524",-,-,"$4,524",100%
"1,600",Only God Forgives 2020 Re-release,"$4,490",-,-,"$4,490",100%
"1,601",Leo Da Vinci: Mission Mona Lisa 2020 Re-release,"$4,471",-,-,"$4,471",100%
"1,602",Ivana the Terrible,"$4,345",-,-,"$4,345",100%
"1,603",The Jungle Book 2020 Re-release,"$4,329",-,-,"$4,329",100%
"1,604",El-Deccur,"$4,311",-,-,"$4,311",100%
"1,605",Geçerken Ugradim,"$4,286",-,-,"$4,286",100%
"1,606",Al Mallu,"$4,279",-,-,"$4,279",100%
"1,607",Murder on the Orient Express 2020 Re-release,"$4,270",-,-,"$4,270",100%
"1,608",Restaurant from the Sky,"$4,269",-,-,"$4,269",100%
"1,609","Loimata, The Sweetest Tears","$4,266",-,-,"$4,266",100%
"1,610",Perfect 10,"$4,198",-,-,"$4,198",100%
"1,611",Moffie,"$4,184",-,-,"$4,184",100%
"1,612",Prey,"$4,164",-,-,"$4,164",100%
"1,613",Surdina,"$4,128",-,-,"$4,128",100%
"1,614",Finding Jack Charlton,"$4,120",-,-,"$4,120",100%
"1,615",Dear Santa,"$4,109","$4,109",100%,-,-
"1,616",Matriarch,"$4,105",-,-,"$4,105",100%
"1,617",O Nosso Cônsul em Havana,"$4,077",-,-,"$4,077",100%
"1,618",Bi Mat Dao Linh Xa,"$4,071",-,-,"$4,071",100%
"1,619",Mathera,"$4,058",-,-,"$4,058",100%
"1,620",Dagaalty,"$4,016",-,-,"$4,016",100%
"1,621",Robin Hood 2020 Re-release,"$4,015",-,-,"$4,015",100%
