Rank,Release Group,Worldwide,Domestic,%,Foreign,%
376,Farewell: Comedy of Life Begins with A Lie,"$1,162,920",-,-,"$1,162,920",100%
377,Padrenostro,"$1,160,718",-,-,"$1,160,718",100%
378,De Club van Sinterklaas & het Grote Pietenfeest,"$1,151,632",-,-,"$1,151,632",100%
379,Monster Strike the Movie: Lucifer - Zetsubou no Yoake,"$1,150,799",-,-,"$1,150,799",100%
380,Hinatazaka46 Documentary Movie: Debut After 3 Years,"$1,143,074",-,-,"$1,143,074",100%
381,Hope Gap,"$1,130,390","$104,732",9.3%,"$1,025,658",90.7%
382,Mother,"$1,123,459",-,-,"$1,123,459",100%
383,"Goodbye, America","$1,123,335",-,-,"$1,123,335",100%
384,Shikara,"$1,109,387",-,-,"$1,109,387",100%
385,Anjaam Pathiraa,"$1,106,211",-,-,"$1,106,211",100%
386,The Vigil,"$1,105,710",-,-,"$1,105,710",100%
387,Bábovky,"$1,089,817",-,-,"$1,089,817",100%
388,On the Edge,"$1,081,472",-,-,"$1,081,472",100%
389,Chal Mera Putt 2,"$1,070,997","$445,000",41.6%,"$625,997",58.4%
390,Love and Monsters,"$1,070,714","$1,070,714",100%,-,-
391,Guns Akimbo,"$1,063,443",-,-,"$1,063,443",100%
392,Selfie,"$1,051,848",-,-,"$1,051,848",100%
393,Becky,"$1,045,873","$1,003,700",96%,"$42,173",4%
394,Adorables,"$1,043,185",-,-,"$1,043,185",100%
395,The Last Shift,"$1,035,128","$1,034,467",99.9%,$661,<0.1%
396,Keep Your Hands Off Eizouken!,"$1,034,117",-,-,"$1,034,117",100%
397,Ask Tesadüfleri Sever 2,"$1,033,730",-,-,"$1,033,730",100%
398,Fjols til Fjells,"$1,031,512",-,-,"$1,031,512",100%
399,Havel,"$1,024,686",-,-,"$1,024,686",100%
400,Legally Declared Dead,"$1,024,495",-,-,"$1,024,495",100%
401,Color Out of Space,"$1,023,510","$765,561",74.8%,"$257,949",25.2%
402,Synchronic,"$1,017,630","$636,673",62.6%,"$380,957",37.4%
403,Deeper!,"$1,014,750",-,-,"$1,014,750",100%
404,Love Sarah,"$1,013,792",-,-,"$1,013,792",100%
405,Dreams 2020 Re-release,"$1,006,954",-,-,"$1,006,954",100%
406,Rundfunk: Jachterwachter,"$995,992",-,-,"$995,992",100%
407,On the Rocks,"$992,103",-,-,"$992,103",100%
408,I'm Livin' It,"$989,423",-,-,"$989,423",100%
409,Ella Bella Bingo,"$982,131",-,-,"$982,131",100%
410,Kruimeltje,"$981,341",-,-,"$981,341",100%
411,Drama Queen,"$972,116",-,-,"$972,116",100%
412,A Childhood 2020 Re-release,"$950,606",-,-,"$950,606",100%
413,Babyteeth,"$949,491","$4,507",0.5%,"$944,984",99.5%
414,The Demon Inside,"$949,386",-,-,"$949,386",100%
415,Tobulas Pasimatymas,"$947,455",-,-,"$947,455",100%
416,The Ties,"$940,737",-,-,"$940,737",100%
417,Riverdance 25th Anniversary Show,"$932,063","$81,879",8.8%,"$850,184",91.2%
418,Given,"$930,363",-,-,"$930,363",100%
419,The Perilous Internet Ring,"$930,000",-,-,"$930,000",100%
420,Enormous,"$928,576",-,-,"$928,576",100%
421,The Lion King 2020 Re-release,"$927,592",-,-,"$927,592",100%
422,La Foquita: El 10 de la calle,"$912,491",-,-,"$912,491",100%
423,The Nest,"$902,380","$137,886",15.3%,"$764,494",84.7%
424,Secret × Heroine Phantomirage!: Eiga ni Natte Chodaishimasu,"$899,992",-,-,"$899,992",100%
425,Possessor,"$898,462","$752,885",83.8%,"$145,577",16.2%
426,Night of the Undead,"$890,148",-,-,"$890,148",100%
427,Mafia Inc,"$889,863","$889,863",100%,-,-
428,National Lampoon's Christmas Vacation 2020 Re-release,"$889,500","$871,000",97.9%,"$18,500",2.1%
429,Hidden Away,"$882,746",-,-,"$882,746",100%
430,Dwelling in the Fuchun Mountains,"$877,336",-,-,"$877,336",100%
431,Royal Opera House Live Cinema Season 2019/20: The Sleeping Beauty,"$867,186",-,-,"$867,186",100%
432,Cut Throat City,"$864,928","$855,894",99%,"$9,034",1%
433,Mine de rien,"$864,767",-,-,"$864,767",100%
434,Capone,"$858,281",-,-,"$858,281",100%
435,De Grote Sinterklaasfilm,"$851,503",-,-,"$851,503",100%
436,Sol,"$849,404",$327,<0.1%,"$849,077",100%
437,Endless,"$846,294",-,-,"$846,294",100%
438,One in A Hundred Thousand,"$841,737",-,-,"$841,737",100%
439,Undine,"$823,241",-,-,"$823,241",100%
440,The Grinch 2020 Re-release,"$822,645","$420,781",51.1%,"$401,864",48.9%
441,Importinis jaunikis,"$819,278",-,-,"$819,278",100%
442,Blackbird,"$808,707",-,-,"$808,707",100%
443,The Monopoly of Violence,"$805,985",-,-,"$805,985",100%
444,Shortcut,"$793,084","$793,084",100%,-,-
445,My Name Is Francesco Totti,"$781,555",-,-,"$781,555",100%
446,Diva,"$777,542",-,-,"$777,542",100%
447,Grease 2020 Re-release,"$773,974","$102,000",13.2%,"$671,974",86.8%
448,Jaws 2020 Re-release,"$773,250","$758,300",98.1%,"$14,950",1.9%
449,A Nice Girl Like You,"$769,234",-,-,"$769,234",100%
450,Palm Springs,"$765,535","$164,000",21.4%,"$601,535",78.6%
451,Waiting for the Barbarians,"$761,361",-,-,"$761,361",100%
452,Psycho Pass 3: First Inspector,"$757,096",-,-,"$757,096",100%
453,The Shining 40th Anniversary,"$753,254",-,-,"$753,254",100%
454,Engel,"$751,834",-,-,"$751,834",100%
455,Adolescents,"$751,655",-,-,"$751,655",100%
456,Perdida,"$750,192",-,-,"$750,192",100%
457,Never Too Late,"$732,759",-,-,"$732,759",100%
458,Miss,"$728,383",-,-,"$728,383",100%
459,Toy Story 2020 Re-release,"$728,063","$727,000",99.9%,"$1,063",0.1%
460,The Call,"$726,427","$516,521",71.1%,"$209,906",28.9%
461,"Monsters, Inc. 2020 Re-release","$726,000","$726,000",100%,-,-
462,Step,"$725,513",-,-,"$725,513",100%
463,The Santa Clause 2020 Re-release,"$719,342","$706,000",98.1%,"$13,342",1.9%
464,J'irai Mourir Dans Les Carpates,"$715,963",-,-,"$715,963",100%
465,The Polar Express 2020 Re-release,"$715,021","$711,000",99.4%,"$4,021",0.6%
466,The Addams Family 2020 Re-release,"$712,313","$678,926",95.3%,"$33,387",4.7%
467,The Climb,"$711,639","$234,429",32.9%,"$477,210",67.1%
468,Ghostbusters 2020 Re-release,"$703,667","$605,000",86%,"$98,667",14%
469,Z,"$699,001",-,-,"$699,001",100%
470,Tonkatsu DJ Age-Taro,"$698,683",-,-,"$698,683",100%
471,Patterns of Evidence: The Red Sea Miracle,"$696,191","$696,191",100%,-,-
472,Varane Avashyamund,"$694,187",-,-,"$694,187",100%
473,Cuties,"$692,459",-,-,"$692,459",100%
474,Bon Bini: Judeska in da House,"$690,397",-,-,"$690,397",100%
475,Bohemian Rhapsody 2020 Re-release,"$687,883","$240,000",34.9%,"$447,883",65.1%
476,The Last Vermeer,"$685,380","$685,380",100%,-,-
477,Black Panther 2020 Re-release,"$684,812","$367,000",53.6%,"$317,812",46.4%
478,The Burnt Orange Heresy,"$676,212","$144,201",21.3%,"$532,011",78.7%
479,Alone,"$674,498","$537,589",79.7%,"$136,909",20.3%
480,Into the World,"$672,729",-,-,"$672,729",100%
481,Four Kids and It,"$672,146",-,-,"$672,146",100%
482,My Prince Edward,"$667,735",-,-,"$667,735",100%
483,The Assent,"$666,086",-,-,"$666,086",100%
484,Black Water: Abyss,"$658,110",-,-,"$658,110",100%
485,Locos de Amor 3,"$657,239",-,-,"$657,239",100%
486,Besser Welt als Nie,"$647,588",-,-,"$647,588",100%
487,461 Days of Bento,"$647,074",-,-,"$647,074",100%
488,Odin vdokh,"$644,262",-,-,"$644,262",100%
489,Herons,"$638,984",-,-,"$638,984",100%
490,Force of Nature,"$638,221",-,-,"$638,221",100%
491,The Wishmas Tree,"$632,013",-,-,"$632,013",100%
492,Ala Vaikunthapurramuloo,"$631,683",-,-,"$631,683",100%
493,Mermaid in Paris,"$630,987","$1,988",0.3%,"$628,999",99.7%
494,David Attenborough: A Life on Our Planet,"$626,817",-,-,"$626,817",100%
495,Nurse 3D 2020 Re-release,"$626,386",-,-,"$626,386",100%
496,Akira 2020 Re-release,"$624,916",-,-,"$624,916",100%
497,Space Dogs: Tropical Adventure,"$624,859",-,-,"$624,859",100%
498,Laxmii,"$622,129",-,-,"$622,129",100%
499,Dianas bryllup,"$619,621",-,-,"$619,621",100%
500,V siti 18+,"$616,422",-,-,"$616,422",100%
501,Sisters: The Summer We Found Our Superpowers,"$614,622",-,-,"$614,622",100%
502,"Sí, Mi Amor","$613,049",-,-,"$613,049",100%
503,Stevie Nicks 24 Karat Gold the Concert,"$612,432","$410,265",67%,"$202,167",33%
504,High School Fleet the Movie,"$609,346",-,-,"$609,346",100%
505,Rocks,"$598,859",-,-,"$598,859",100%
506,The Secrets We Keep,"$597,576","$207,928",34.8%,"$389,648",65.2%
507,Seberg,"$585,845","$434,702",74.2%,"$151,143",25.8%
508,Inmate Zero,"$581,583",-,-,"$581,583",100%
509,The Superdeep,"$580,409",-,-,"$580,409",100%
510,Patlabor: The Movie,"$578,959",-,-,"$578,959",100%
511,Dance of the 41,"$578,919",-,-,"$578,919",100%
512,Guardians of the Galaxy 2020 Re-release,"$573,528","$542,000",94.5%,"$31,528",5.5%
513,Horizon Line,"$566,565",-,-,"$566,565",100%
514,Christmas at Cattle Hill,"$564,401",-,-,"$564,401",100%
515,Baby Done,"$554,797",-,-,"$554,797",100%
516,Egg,"$554,295",-,-,"$554,295",100%
517,"Josee, the Tiger and the Fish 2020 Re-release","$552,832",-,-,"$552,832",100%
518,Woman,"$552,034",-,-,"$552,034",100%
519,Followed,"$548,608","$538,179",98.1%,"$10,429",1.9%
520,Trai Tim Quai Vat,"$548,175",-,-,"$548,175",100%
521,The Singer 2020 Re-release,"$546,017",-,-,"$546,017",100%
522,Suriname,"$544,343",-,-,"$544,343",100%
523,Beauty and the Beast 2020 Re-release,"$543,260","$467,000",86%,"$76,260",14%
524,The Case of the Dead Deadman,"$541,723",-,-,"$541,723",100%
525,Gledelig Jul,"$541,549",-,-,"$541,549",100%
526,Back to the Future 2020 Re-release,"$541,216","$247,000",45.6%,"$294,216",54.4%
527,André Rieu: Magical Maastricht,"$539,780",-,-,"$539,780",100%
528,Deliver Us from Evil,"$538,494",-,-,"$538,494",100%
529,Once Were Brothers: Robbie Robertson and the Band,"$536,534","$449,561",83.8%,"$86,973",16.2%
530,Corazón ardiente,"$531,633",-,-,"$531,633",100%
531,Fatima,"$528,344",-,-,"$528,344",100%
532,Hello Again 2020 Re-release,"$524,810",-,-,"$524,810",100%
533,Go Karts,"$520,191",-,-,"$520,191",100%
534,Miss Marx,"$515,838",-,-,"$515,838",100%
535,The Big Ugly,"$515,399","$514,107",99.7%,"$1,292",0.3%
536,A Call to Spy,"$514,748","$159,014",30.9%,"$355,734",69.1%
537,The Widow,"$513,041",-,-,"$513,041",100%
538,The Thief of Baghdad,"$512,990",-,-,"$512,990",100%
539,Kaptan Pengu ve Arkadaslari,"$512,960",-,-,"$512,960",100%
540,Miniforce: Deeno the King of Dinosaurs,"$512,169",-,-,"$512,169",100%
541,Summerland,"$504,296","$58,498",11.6%,"$445,798",88.4%
542,The Forgotten Carols,"$502,193","$502,193",100%,-,-
543,Monster Zone,"$501,061",-,-,"$501,061",100%
544,Spell,"$500,104","$500,104",100%,-,-
545,An American Pickle,"$499,649",-,-,"$499,649",100%
546,This Town,"$497,248",-,-,"$497,248",100%
547,23 Walks,"$496,672",-,-,"$496,672",100%
548,Banksterzy,"$491,075",-,-,"$491,075",100%
549,Trance,"$490,855",-,-,"$490,855",100%
550,The Macaluso Sisters,"$488,984",-,-,"$488,984",100%
551,A Son,"$483,838",-,-,"$483,838",100%
552,Dirt Music,"$483,445",-,-,"$483,445",100%
553,"Te quiero, imbécil","$482,113",-,-,"$482,113",100%
554,Pixie,"$479,317",-,-,"$479,317",100%
555,Magic Arch 3D,"$470,509",-,-,"$470,509",100%
556,True History of the Kelly Gang,"$467,198","$33,817",7.2%,"$433,381",92.8%
557,Tribute to Heroes,"$461,427",-,-,"$461,427",100%
558,Inside Out 2020 Re-release,"$460,176","$460,000",100%,$176,<0.1%
559,Wonder Woman 2020 Re-release,"$456,493","$252,000",55.2%,"$204,493",44.8%
560,A Spice for Life,"$455,806",-,-,"$455,806",100%
561,Enchanted Feather,"$452,513",-,-,"$452,513",100%
562,Burden,"$450,189","$139,270",30.9%,"$310,919",69.1%
563,Zaklete pirko,"$445,004",-,-,"$445,004",100%
564,Don't Listen,"$443,458",-,-,"$443,458",100%
565,The Last Fishing Trip,"$442,701",-,-,"$442,701",100%
566,Lockdown all'italiana,"$440,786",-,-,"$440,786",100%
567,Cuidado con lo que deseas,"$438,748",-,-,"$438,748",100%
568,CatVideoFest 2020,"$437,625","$437,625",100%,-,-
569,Vivarium,"$434,030",-,-,"$434,030",100%
570,Iron Man 2020 Re-release,"$430,000","$430,000",100%,-,-
571,"Chien Pourri, la vie à Paris!","$429,793",-,-,"$429,793",100%
572,Infamous,"$429,148","$429,148",100%,-,-
573,You Came Back,"$425,813",-,-,"$425,813",100%
574,Sky Tour: The Movie,"$425,427",-,-,"$425,427",100%
575,Thou Shalt Not Hate,"$425,244",-,-,"$425,244",100%
576,Dreamchild,"$425,047",-,-,"$425,047",100%
577,Die Hard 2020 Re-release,"$423,221","$325,000",76.8%,"$98,221",23.2%
578,Dragevokteren,"$422,456",-,-,"$422,456",100%
579,The Jack in the Box,"$420,315",-,-,"$420,315",100%
580,The Dark and the Wicked,"$417,183","$152,261",36.5%,"$264,922",63.5%
581,The Ghoul: Horror At The Howling Field,"$414,862",-,-,"$414,862",100%
582,Whiplash 2020 Re-release,"$414,706",-,-,"$414,706",100%
583,Jai Mummy Di,"$413,764",-,-,"$413,764",100%
584,Tulsa,"$413,378","$413,378",100%,-,-
585,Behind You,"$412,174",-,-,"$412,174",100%
586,Zengo,"$409,418",-,-,"$409,418",100%
587,SIX60: Till the Lights Go Out,"$408,774",-,-,"$408,774",100%
588,Buddy Games,"$405,904","$405,904",100%,-,-
589,Your Eyes on Me,"$405,856",-,-,"$405,856",100%
590,Think Like a Dog,"$404,527",-,-,"$404,527",100%
591,Mio's Cookbook,"$399,142",-,-,"$399,142",100%
592,She Dies Tomorrow,"$398,663","$398,663",100%,-,-
593,Mark of the Devil,"$396,624",-,-,"$396,624",100%
594,The Painter and the Thief,"$393,507",-,-,"$393,507",100%
595,La mia banda suona il pop,"$389,470",-,-,"$389,470",100%
596,Sul più bello,"$388,737",-,-,"$388,737",100%
597,Tesla,"$386,061","$93,147",24.1%,"$292,914",75.9%
598,The Stolen Princess 2020 Re-release,"$383,116",-,-,"$383,116",100%
599,Alle utlendinger har lukka gardiner,"$382,459",-,-,"$382,459",100%
600,Twilight's Kiss,"$379,273",-,-,"$379,273",100%
601,A Christmas Gift from Bob,"$379,192",-,-,"$379,192",100%
602,Servant,"$375,252",-,-,"$375,252",100%
603,Cinema Paradiso 2020 Re-release,"$373,967",-,-,"$373,967",100%
604,Irresistible,"$371,962",-,-,"$371,962",100%
605,The Banger,"$370,388",-,-,"$370,388",100%
606,V Síti: Za Skolou,"$369,226",-,-,"$369,226",100%
607,El Club de los Idealistas,"$368,991",-,-,"$368,991",100%
608,The Kid Detective,"$367,890","$364,138",99%,"$3,752",1%
609,Yellow Rose,"$367,849","$367,849",100%,-,-
610,Burraco fatale,"$367,655",-,-,"$367,655",100%
611,"Fafner In The Azure The Beyond Episodes 7, 8 And 9","$367,582",-,-,"$367,582",100%
612,Budapest Heist,"$362,921",-,-,"$362,921",100%
613,Adam,"$362,300",-,-,"$362,300",100%
614,Princess Lost in Time,"$361,028",-,-,"$361,028",100%
615,Tsoi,"$360,648",-,-,"$360,648",100%
616,Buladó,"$359,807",-,-,"$359,807",100%
617,Working Girls,"$355,614",-,-,"$355,614",100%
618,"Yalda, a Night for Forgivness","$354,395",-,-,"$354,395",100%
619,Dreamkatcher,"$353,372",-,-,"$353,372",100%
620,The Bridge Curse,"$352,336",-,-,"$352,336",100%
621,Lethal Kittens,"$350,515",-,-,"$350,515",100%
622,Michael Ball & Alfie Boe Back Together,"$348,660",-,-,"$348,660",100%
623,Sizeless Love,"$345,904",-,-,"$345,904",100%
624,Ghosts of War,"$345,289",-,-,"$345,289",100%
625,Stestí je krásná vec,"$344,395",-,-,"$344,395",100%
626,Pekel'na Khorugva Abo Rizdvo Kozatske,"$343,199",-,-,"$343,199",100%
627,"Paolo Conte, via con me","$330,052",-,-,"$330,052",100%
628,The Legend of 1900 2020 Re-release,"$328,821",-,-,"$328,821",100%
629,The Lord of the Rings: The Fellowship of the Ring 2020 Re-release,"$326,266",-,-,"$326,266",100%
630,Masha and the Bear: Bolshoe puteshestvie,"$326,179",-,-,"$326,179",100%
631,Slim & I,"$325,704",-,-,"$325,704",100%
632,Invisible Evidence,"$324,791",-,-,"$324,791",100%
633,About Endlessness,"$323,607",-,-,"$323,607",100%
634,Persian Lessons,"$323,595",-,-,"$323,595",100%
635,Azmah Maliah,"$323,017",-,-,"$323,017",100%
636,Fierce,"$322,706",-,-,"$322,706",100%
637,Do You Love Me As I Love You,"$322,594",-,-,"$322,594",100%
638,The Self Portrait,"$322,339",-,-,"$322,339",100%
639,Against the Devil,"$321,551",-,-,"$321,551",100%
640,Krasotka!,"$309,966",-,-,"$309,966",100%
641,Sputnik,"$307,062","$18,853",6.1%,"$288,209",93.9%
642,Attila,"$303,997",-,-,"$303,997",100%
643,Inheritance,"$303,408",-,-,"$303,408",100%
644,The Night Clerk,"$302,127",-,-,"$302,127",100%
645,And Tomorrow the Entire World,"$302,101",-,-,"$302,101",100%
646,Doctor Lisa,"$301,186",-,-,"$301,186",100%
647,Save Yourselves!,"$301,162","$301,162",100%,-,-
648,Never Rarely Sometimes Always,"$299,588","$16,565",5.5%,"$283,023",94.5%
649,Gremlins 2020 Re-release,"$299,113","$295,000",98.6%,"$4,113",1.4%
650,Freies Land,"$297,983",-,-,"$297,983",100%
651,La llorona,"$294,404",-,-,"$294,404",100%
652,Shinigami: The Death Handler,"$294,271",-,-,"$294,271",100%
653,An Irrepressible Woman,"$294,102",-,-,"$294,102",100%
654,Resistance,"$292,888","$7,464",2.5%,"$285,424",97.5%
655,Romantic Road,"$291,797",-,-,"$291,797",100%
656,Jackie & Oopjen,"$291,632",-,-,"$291,632",100%
657,Awoken,"$291,390",-,-,"$291,390",100%
658,Dreamland,"$287,744",-,-,"$287,744",100%
659,Citizens of the World,"$287,545",-,-,"$287,545",100%
660,In My Blood It Runs,"$287,354",-,-,"$287,354",100%
661,Zenská pomsta,"$287,350",-,-,"$287,350",100%
662,"Calamity, a Childhood of Martha Jane Cannary","$287,349",-,-,"$287,349",100%
663,Troe,"$284,356",-,-,"$284,356",100%
664,Trash,"$284,200",-,-,"$284,200",100%
665,Sufna,"$283,196",-,-,"$283,196",100%
666,Created Equal: Clarence Thomas in His Own Words,"$282,149","$282,149",100%,-,-
667,The Silence of the Marsh,"$279,983",-,-,"$279,983",100%
668,Divorzio a Las Vegas,"$277,151",-,-,"$277,151",100%
669,Eyes on Me: The Movie,"$275,799",-,-,"$275,799",100%
670,Swallow,"$274,259","$33,419",12.2%,"$240,840",87.8%
671,Lux Æterna,"$273,639",-,-,"$273,639",100%
672,Listen,"$272,890",-,-,"$272,890",100%
673,Love Actually 2020 Re-release,"$271,401",-,-,"$271,401",100%
674,Forensic,"$269,095",-,-,"$269,095",100%
675,An American in Paris 2020 Re-release,"$267,824","$267,824",100%,-,-
676,Captain America: Civil War 2020 Re-release,"$265,356",-,-,"$265,356",100%
677,Lingering,"$265,265",-,-,"$265,265",100%
678,Baseball Girl,"$261,841",-,-,"$261,841",100%
679,The Doorman,"$259,883",-,-,"$259,883",100%
680,Modelar,"$259,621",-,-,"$259,621",100%
681,Shirley,"$258,736",-,-,"$258,736",100%
682,Amma Hófí,"$257,430",-,-,"$257,430",100%
683,The Muppet Christmas Carol 2020 Re-release,"$255,064","$100,000",39.2%,"$155,064",60.8%
684,Berlin Alexanderplatz,"$254,468",-,-,"$254,468",100%
685,Tarapaty 2,"$253,263",-,-,"$253,263",100%
686,Deception 2020 Re-release,"$252,039",-,-,"$252,039",100%
687,Viddana,"$251,997",-,-,"$251,997",100%
688,Ammonite,"$248,516","$160,930",64.8%,"$87,586",35.2%
689,Memento 2020 Re-release,"$247,290",-,-,"$247,290",100%
690,Hacked,"$246,996",-,-,"$246,996",100%
691,La Liga de los 5,"$244,743",-,-,"$244,743",100%
692,Low Season,"$244,704",-,-,"$244,704",100%
693,Rogue,"$242,884",-,-,"$242,884",100%
694,Archive,"$242,195","$139,593",57.6%,"$102,602",42.4%
695,Dime Cuándo Tú,"$241,164",-,-,"$241,164",100%
696,The Trip to Greece,"$240,165","$8,340",3.5%,"$231,825",96.5%
697,The Lord of the Rings: The Return of the King 2020 Re-release,"$237,586",-,-,"$237,586",100%
698,Tokyo Godfathers 2020 Re-release,"$237,571","$237,571",100%,-,-
699,Jungle Beat: The Movie,"$237,312",-,-,"$237,312",100%
700,Star Wars: Episode IV - A New Hope 2020 Re-release,"$237,148",-,-,"$237,148",100%
701,Felicità,"$236,880",-,-,"$236,880",100%
702,I Am Woman,"$235,373",-,-,"$235,373",100%
703,Blind Eyes Opened,"$234,505","$234,505",100%,-,-
704,Tempos,"$233,968",-,-,"$233,968",100%
705,Alva Og Regnbuedragen,"$233,397",-,-,"$233,397",100%
706,Narcissus and Goldmund,"$233,325",-,-,"$233,325",100%
707,U311 Cherkasy,"$233,284",-,-,"$233,284",100%
708,Toei Manga Matsuri 2020,"$231,148",-,-,"$231,148",100%
709,Star Wars: Episode VII - The Force Awakens 2020 Re-release,"$230,509",-,-,"$230,509",100%
710,Wolfwalkers,"$229,041",-,-,"$229,041",100%
711,Doctor Who Live Q&A And Screening,"$228,615","$228,615",100%,-,-
712,Big Brother,"$228,014",-,-,"$228,014",100%
713,Sahane Hayaller,"$226,809",-,-,"$226,809",100%
714,Tootsies & the Fake,"$224,766",-,-,"$224,766",100%
715,Reshala. Nulevye,"$224,764",-,-,"$224,764",100%
716,The Room 2020 Re-release,"$224,730",-,-,"$224,730",100%
717,The Bee Gees: How Can You Mend a Broken Heart,"$223,276",-,-,"$223,276",100%
718,Lucky Chan-sil,"$219,623",-,-,"$219,623",100%
719,Survive the Night,"$219,026",-,-,"$219,026",100%
720,I Am Greta,"$218,210",-,-,"$218,210",100%
721,Eléonore,"$217,529",-,-,"$217,529",100%
722,Frozen 2020 Re-release,"$216,993","$215,000",99.1%,"$1,993",0.9%
723,Dogtooth 2020 Re-release,"$216,591",-,-,"$216,591",100%
724,Wild Mountain Thyme,"$213,440","$213,440",100%,-,-
725,Vergeet my nie,"$210,386",-,-,"$210,386",100%
726,The Whaler Boy,"$207,853",-,-,"$207,853",100%
727,Feel the Beat,"$207,678",-,-,"$207,678",100%
728,Vernacular plan,"$207,276",-,-,"$207,276",100%
729,Furious 7 2020 Re-release,"$206,217",-,-,"$206,217",100%
730,Dirty Dancing,"$206,097",-,-,"$206,097",100%
731,The Terminator,"$204,360",-,-,"$204,360",100%
732,My Days of Glory,"$204,055",-,-,"$204,055",100%
733,Bad Tales,"$202,560",-,-,"$202,560",100%
734,In the Name of Love,"$202,474",-,-,"$202,474",100%
735,Billie,"$201,200",-,-,"$201,200",100%
736,Uncle Vanya,"$199,461",-,-,"$199,461",100%
737,Star Wars: Episode VI - Return of the Jedi 2020 Re-release,"$199,348",-,-,"$199,348",100%
738,The Owners,"$198,598",-,-,"$198,598",100%
739,Suraj Pe Mangal Bhari,"$198,569",-,-,"$198,569",100%
740,Two of Us,"$198,350",-,-,"$198,350",100%
741,Oeconomia,"$198,158",-,-,"$198,158",100%
742,Harry Potter and the Deathly Hallows: Part 2 2020 Re-release,"$195,826",-,-,"$195,826",100%
743,Batman Begins 2020 Re-release,"$195,729",-,-,"$195,729",100%
744,Agir Romantik,"$193,612",-,-,"$193,612",100%
745,Meky,"$192,381",-,-,"$192,381",100%
746,The Silent Forest,"$190,404",-,-,"$190,404",100%
747,The Doors: Break On Thru - A Celebration Of Ray Manzarek,"$190,160","$190,160",100%,-,-
748,The Hero Battle,"$190,035",-,-,"$190,035",100%
749,Deadly Illusions,"$188,864",-,-,"$188,864",100%
750,The Predators,"$188,464",-,-,"$188,464",100%
751,Captain Marvel 2020 Re-release,"$188,178",-,-,"$188,178",100%
752,Beating Heart,"$187,953",-,-,"$187,953",100%
753,The Prom,"$187,430",-,-,"$187,430",100%
754,Sea Fever,"$185,447",-,-,"$185,447",100%
755,The Wolf of Snow Hollow,"$185,026","$185,026",100%,-,-
756,Alien 2020 Re-release,"$184,354","$135,000",73.2%,"$49,354",26.8%
757,David Byrne's American Utopia,"$184,315",-,-,"$184,315",100%
758,The Postcard Killings,"$181,415",-,-,"$181,415",100%
759,Six Minutes to Midnight,"$181,216",-,-,"$181,216",100%
760,Lucky Grandma,"$181,107","$102,000",56.3%,"$79,107",43.7%
761,Mad Max: Fury Road 2020 Re-release,"$180,304",-,-,"$180,304",100%
762,Blithe Spirit,"$179,988",-,-,"$179,988",100%
763,Blade Runner 2020 Re-release,"$177,552",-,-,"$177,552",100%
764,Classic Again,"$175,027",-,-,"$175,027",100%
765,The Booksellers,"$175,003","$25,694",14.7%,"$149,309",85.3%
766,Rassegna Cinematografica,"$174,464",-,-,"$174,464",100%
767,Hola pravda,"$174,204",-,-,"$174,204",100%
768,Night Ride,"$173,798",-,-,"$173,798",100%
769,The Warden,"$173,274",-,-,"$173,274",100%
770,Hypnosis,"$168,743",-,-,"$168,743",100%
771,We Summon the Darkness,"$168,473","$60,794",36.1%,"$107,679",63.9%
772,The Godfather: Part III 2020 Re-release,"$168,004","$95,330",56.7%,"$72,674",43.3%
773,Idiot Prayer,"$167,677",-,-,"$167,677",100%
774,Blue Hour,"$166,334",-,-,"$166,334",100%
775,The Lost Boys 2020 Re-release,"$166,331",-,-,"$166,331",100%
776,Ghost 30th Anniversary,"$163,987",-,-,"$163,987",100%
777,Cruel Peter,"$163,925",-,-,"$163,925",100%
778,Klovn the Final,"$163,603",-,-,"$163,603",100%
779,Little Mix: LM5 - The Tour Film,"$161,260",-,-,"$161,260",100%
780,Halloween 2020 Re-release,"$160,000","$160,000",100%,-,-
781,Dawn of the Dead,"$159,822",-,-,"$159,822",100%
782,Breaking Surface,"$158,659",-,-,"$158,659",100%
783,Ip Man: Kung Fu Master,"$158,298","$3,439",2.2%,"$154,859",97.8%
784,Star Wars: Episode VIII - The Last Jedi 2020 Re-release,"$157,610",-,-,"$157,610",100%
785,Dear Comrades,"$156,771",-,-,"$156,771",100%
786,The Invisible,"$155,314",-,-,"$155,314",100%
787,Matthew Bourne's the Red Shoes,"$155,023",-,-,"$155,023",100%
788,Great Performances at the Met: Berg: Wozzeck,"$154,471",-,-,"$154,471",100%
789,Haikyuu!! Ova 4 And Haikyu!! Ova 5,"$153,999",-,-,"$153,999",100%
790,Most Wanted,"$153,983","$138,000",89.6%,"$15,983",10.4%
791,Maternal,"$153,697",-,-,"$153,697",100%
792,Love Story 50th Anniversary,"$153,504","$153,504",100%,-,-
793,Octonauts & the Great Barrier Reef,"$151,898",-,-,"$151,898",100%
794,Aquaslash,"$151,067",-,-,"$151,067",100%
795,The Plan,"$149,937",-,-,"$149,937",100%
796,Fox Hunting,"$149,173",-,-,"$149,173",100%
797,The Rocky Horror Picture Show 2020 Re-release,"$147,885",-,-,"$147,885",100%
798,Watchers,"$147,308",-,-,"$147,308",100%
799,Girl on the Third Floor,"$145,856",-,-,"$145,856",100%
800,Czysciec,"$145,672",-,-,"$145,672",100%
