Rank,Release Group,Worldwide,Domestic,%,Foreign,%
386,Southpaw,"$28,365","$28,365",100%,-,-
387,Khiladi 420,"$26,731","$26,731",100%,-,-
388,Immortality,"$25,648","$25,648",100%,-,-
389,The Iron Giant 2016 Re-release,"$20,782",-,-,"$20,782",100%
390,A Room for Romeo Brass,"$19,478","$19,478",100%,-,-
391,Restless,"$18,154","$18,154",100%,-,-
392,Circus,"$14,693","$14,693",100%,-,-
393,Soft Fruit,"$13,654","$13,654",100%,-,-
394,Looking for an Echo,"$13,465","$13,465",100%,-,-
395,The Specials,"$13,276","$13,276",100%,-,-
396,Buddy Boy,"$12,597","$12,597",100%,-,-
397,Stardom,"$10,886","$10,886",100%,-,-
398,All the Rage,"$9,730","$9,730",100%,-,-
399,Claire Dolan,"$9,480","$9,480",100%,-,-
400,Prince of Central Park,"$7,838","$7,838",100%,-,-
401,Gendernauts: A Journey Through Shifting Identities,"$7,358","$7,358",100%,-,-
402,A Piece of Eden,"$7,296","$7,296",100%,-,-
403,Strike! 2000 Re-release,"$5,838","$5,838",100%,-,-
404,Coming Soon,"$5,453","$5,453",100%,-,-
405,The One and Only,"$5,129",-,-,"$5,129",100%
406,Strange Lady in Town,"$4,614",-,-,"$4,614",100%
407,Brown's Requiem,"$4,287","$4,287",100%,-,-
408,Stella Does Tricks,"$4,224","$4,224",100%,-,-
409,"Blood, Friends and Money","$3,930","$3,930",100%,-,-
410,The Boys in the Band 2000 Re-release,"$2,695","$2,695",100%,-,-
411,Man United,"$2,554",-,-,"$2,554",100%
412,Better Living,"$2,147","$2,147",100%,-,-
413,Pups,"$1,590","$1,590",100%,-,-
414,The Naked Edge,"$1,185",-,-,"$1,185",100%
